i,j,formula,eigvals,dopant_options
290,1,I283In72Na69O3SSb2,"[0.        +8.62562095e-04j 0.        +7.37890681e-06j
 0.        +5.66109543e-06j ... 0.07603594+0.00000000e+00j
 0.07639223+0.00000000e+00j 0.08346373+0.00000000e+00j]","{'Cs', 'K', 'Na', 'W', 'Ho', 'Ca', 'Er', 'O', 'S', 'Sb'}"
290,1,CsI280In68KNa73O4S2,"[0.        +1.08498490e-03j 0.        +1.33642157e-05j
 0.        +5.76243771e-06j ... 0.07300641+0.00000000e+00j
 0.07320512+0.00000000e+00j 0.07324169+0.00000000e+00j]","{'Cs', 'K', 'Na', 'W', 'Ho', 'Ca', 'Er', 'O', 'S', 'Sb'}"
290,2,I278In69Na71S2,"[0.        +0.00153115j 0.        +0.00121941j 0.        +0.0001078j  ...
 0.02463056+0.j         0.0412944 +0.j         0.04172204+0.j        ]","{'Cs', 'K', 'Na', 'W', 'Ho', 'Ca', 'Er', 'O', 'S', 'Sb'}"
290,3,I282In70Na70OS,"[0.        +8.14724969e-04j 0.        +3.18833335e-04j
 0.        +6.87243693e-06j ... 0.03654387+0.00000000e+00j
 0.04259282+0.00000000e+00j 0.07536434+0.00000000e+00j]","{'Cs', 'K', 'Na', 'W', 'Ho', 'Ca', 'Er', 'O', 'S', 'Sb'}"
292,1,ClF3Li72O247Ti106,"[0.00000000e+00+3.39655092e-05j 8.21354733e-06+0.00000000e+00j
 4.24562759e-05+0.00000000e+00j ... 1.12764621e-01+0.00000000e+00j
 1.14303305e-01+0.00000000e+00j 1.15112403e-01+0.00000000e+00j]","{'Si', 'Ta', 'Mn', 'Zn', 'Mg', 'Na', 'Cl', 'F', 'Er', 'O'}"
292,1,Cl4F4Li71MnO235SiTi105,"[0.        +7.32277374e-03j 0.        +4.89860566e-05j
 0.        +3.20816479e-05j ... 0.11408904+0.00000000e+00j
 0.12084219+0.00000000e+00j 0.12143506+0.00000000e+00j]","{'Si', 'Ta', 'Mn', 'Zn', 'Mg', 'Na', 'Cl', 'F', 'Er', 'O'}"
292,2,ClF6Li67NaO243Ti105Zn,"[0.        +5.33253353e-03j 0.        +4.70724241e-03j
 0.        +4.29278350e-05j ... 0.1130565 +0.00000000e+00j
 0.11460765+0.00000000e+00j 0.11718369+0.00000000e+00j]","{'Si', 'Ta', 'Mn', 'Zn', 'Mg', 'Na', 'Cl', 'F', 'Er', 'O'}"
292,2,Cl5FLi72NaO239Ti104,"[0.00000000e+00+3.80751453e-05j 0.00000000e+00+1.59561088e-05j
 4.94138100e-05+0.00000000e+00j ... 1.17750945e-01+0.00000000e+00j
 1.18621040e-01+0.00000000e+00j 1.20866200e-01+0.00000000e+00j]","{'Si', 'Ta', 'Mn', 'Zn', 'Mg', 'Na', 'Cl', 'F', 'Er', 'O'}"
292,3,ClF2Li72MnO245Ti105,"[0.        +6.87406587e-03j 0.        +4.50592120e-05j
 0.        +4.15443991e-05j ... 0.10709614+0.00000000e+00j
 0.10714644+0.00000000e+00j 0.1109707 +0.00000000e+00j]","{'Si', 'Ta', 'Mn', 'Zn', 'Mg', 'Na', 'Cl', 'F', 'Er', 'O'}"
292,3,Cl2F5Li70O241SiTi105,"[0.00000000e+00+5.13083288e-05j 1.63626014e-05+0.00000000e+00j
 3.13783832e-05+0.00000000e+00j ... 1.15834916e-01+0.00000000e+00j
 1.19174753e-01+0.00000000e+00j 1.21589995e-01+0.00000000e+00j]","{'Si', 'Ta', 'Mn', 'Zn', 'Mg', 'Na', 'Cl', 'F', 'Er', 'O'}"
296,1,CB93CsI274KO2SSe,"[0.        +0.00166449j 0.        +0.00076168j 0.        +0.0006941j  ...
 0.11057043+0.j         0.19239401+0.j         0.19315272+0.j        ]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
296,1,B90CsI282KNPS,"[0.        +1.11974226e-03j 0.        +7.36856015e-04j
 0.        +1.08076069e-05j ... 0.10153286+0.00000000e+00j
 0.10265652+0.00000000e+00j 0.15207439+0.00000000e+00j]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
296,1,B94CsI284OP2Se,"[0.        +7.82253649e-06j 0.        +5.55247640e-06j
 0.        +4.96219131e-06j ... 0.10199472+0.00000000e+00j
 0.10380939+0.00000000e+00j 0.19423525+0.00000000e+00j]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
296,2,CB94Cs4I274OSe,"[0.00000000e+00+5.74754702e-06j 3.90651876e-06+0.00000000e+00j
 5.49508753e-06+0.00000000e+00j ... 1.03416692e-01+0.00000000e+00j
 1.03565564e-01+0.00000000e+00j 2.56175925e-01+0.00000000e+00j]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
296,2,B95Cs4I274K2OSSe2,"[0.00000000e+00+3.31400460e-03j 0.00000000e+00+4.75280616e-06j
 2.13457543e-06+0.00000000e+00j ... 1.12591832e-01+0.00000000e+00j
 1.35039061e-01+0.00000000e+00j 1.89952151e-01+0.00000000e+00j]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
296,2,B93Cs2I273K2N2S,"[0.        +0.00087162j 0.        +0.00051042j 0.        +0.00047401j ...
 0.10284841+0.j         0.10321384+0.j         0.11247111+0.j        ]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
296,3,B94I280KS,"[0.        +3.70179866e-03j 0.        +1.28885447e-03j
 0.        +4.51491632e-06j ... 0.10293757+0.00000000e+00j
 0.10331026+0.00000000e+00j 0.11027506+0.00000000e+00j]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
296,3,B92BaCs2I280N2,"[0.00000000e+00+7.15408578e-06j 0.00000000e+00+2.87808565e-06j
 8.19258617e-06+0.00000000e+00j ... 1.02728218e-01+0.00000000e+00j
 1.02830380e-01+0.00000000e+00j 1.03922841e-01+0.00000000e+00j]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
296,3,B92CsI282OPSe2,"[0.        +6.63795932e-04j 0.        +8.90624264e-06j
 0.        +5.41099627e-06j ... 0.10276493+0.00000000e+00j
 0.10330569+0.00000000e+00j 0.2069924 +0.00000000e+00j]","{'Se', 'C', 'Ag', 'K', 'Cs', 'P', 'N', 'O', 'S', 'Ba'}"
297,1,Ge71Na143S212Sb,"[0.00000000e+00+1.80462077e-05j 0.00000000e+00+1.52707187e-05j
 2.06169785e-05+0.00000000e+00j ... 4.75721587e-02+0.00000000e+00j
 4.79566933e-02+0.00000000e+00j 4.81279645e-02+0.00000000e+00j]","{'Zn', 'As', 'P', 'Li', 'Cu', 'Ca', 'Er', 'Cd', 'Co', 'Sb'}"
297,2,Ge71Na142S213,"[0.        +3.54390003e-03j 0.        +2.15714158e-05j
 0.        +1.28964065e-05j ... 0.04838802+0.00000000e+00j
 0.04926334+0.00000000e+00j 0.05178412+0.00000000e+00j]","{'Zn', 'As', 'P', 'Li', 'Cu', 'Ca', 'Er', 'Cd', 'Co', 'Sb'}"
297,2,CaGe70Na142S211Sb,"[0.        +9.55581330e-04j 0.        +2.68835694e-05j
 0.        +1.14590756e-05j ... 0.04796627+0.00000000e+00j
 0.04816937+0.00000000e+00j 0.04856947+0.00000000e+00j]","{'Zn', 'As', 'P', 'Li', 'Cu', 'Ca', 'Er', 'Cd', 'Co', 'Sb'}"
297,3,CaCdCuGe68Na141PS210Sb2Zn,"[0.00000000e+00+2.35631227e-06j 1.21452487e-05+0.00000000e+00j
 2.37943029e-05+0.00000000e+00j ... 4.83659896e-02+0.00000000e+00j
 5.49094391e-02+0.00000000e+00j 6.09552443e-02+0.00000000e+00j]","{'Zn', 'As', 'P', 'Li', 'Cu', 'Ca', 'Er', 'Cd', 'Co', 'Sb'}"
297,3,CdGe70Na141S213,"[0.        +1.70075497e-03j 0.        +2.76312582e-05j
 0.        +1.26612772e-05j ... 0.0487376 +0.00000000e+00j
 0.04921293+0.00000000e+00j 0.05025205+0.00000000e+00j]","{'Zn', 'As', 'P', 'Li', 'Cu', 'Ca', 'Er', 'Cd', 'Co', 'Sb'}"
299,1,Cs105Ni161S216Sr2,"[0.00000000e+00+1.58125535e-05j 0.00000000e+00+1.10583519e-05j
 1.23971217e-05+0.00000000e+00j ... 4.92562373e-02+0.00000000e+00j
 5.04741719e-02+0.00000000e+00j 5.28888874e-02+0.00000000e+00j]","{'Se', 'K', 'Cr', 'Na', 'Li', 'N', 'Fe', 'Cl', 'Sr', 'Ba'}"
299,1,Cl3CrCs104N7NaNi155S203,"[0.00000000e+00+1.93331754e-03j 0.00000000e+00+6.46227903e-06j
 8.32429925e-06+0.00000000e+00j ... 9.16936642e-02+0.00000000e+00j
 9.24493603e-02+0.00000000e+00j 9.88674741e-02+0.00000000e+00j]","{'Se', 'K', 'Cr', 'Na', 'Li', 'N', 'Fe', 'Cl', 'Sr', 'Ba'}"
299,2,Cl2Cs105KNi156S213,"[0.00000000e+00+2.25542223e-05j 3.48512853e-06+0.00000000e+00j
 1.48435482e-05+0.00000000e+00j ... 6.05364298e-02+0.00000000e+00j
 6.27559551e-02+0.00000000e+00j 6.31642090e-02+0.00000000e+00j]","{'Se', 'K', 'Cr', 'Na', 'Li', 'N', 'Fe', 'Cl', 'Sr', 'Ba'}"
299,2,BaCl2Cr2Cs105KN2NaNi155S208Se,"[0.00000000e+00+5.60696877e-03j 0.00000000e+00+1.93850662e-05j
 3.75563270e-06+0.00000000e+00j ... 6.70489260e-02+0.00000000e+00j
 9.03818150e-02+0.00000000e+00j 9.20565398e-02+0.00000000e+00j]","{'Se', 'K', 'Cr', 'Na', 'Li', 'N', 'Fe', 'Cl', 'Sr', 'Ba'}"
299,3,Cl4CrCs107FeLiN2NaNi153S202,"[0.        +6.47638837e-03j 0.        +1.19716068e-05j
 0.        +8.77321562e-06j ... 0.06560719+0.00000000e+00j
 0.06573488+0.00000000e+00j 0.06878698+0.00000000e+00j]","{'Se', 'K', 'Cr', 'Na', 'Li', 'N', 'Fe', 'Cl', 'Sr', 'Ba'}"
299,3,Ba3Cl3Cs101KNi157S206SeSr3,"[0.00000000e+00+1.96956571e-05j 0.00000000e+00+3.43988084e-06j
 1.60724867e-05+0.00000000e+00j ... 6.32128130e-02+0.00000000e+00j
 6.39842126e-02+0.00000000e+00j 6.54281009e-02+0.00000000e+00j]","{'Se', 'K', 'Cr', 'Na', 'Li', 'N', 'Fe', 'Cl', 'Sr', 'Ba'}"
300,2,Cl3Cs35F6NaNb35O278P69SiSr,"[0.00000000e+00+2.82378906e-03j 0.00000000e+00+2.82745743e-05j
 2.50121746e-05+0.00000000e+00j ... 1.55235675e-01+0.00000000e+00j
 1.56504377e-01+0.00000000e+00j 1.84422436e-01+0.00000000e+00j]","{'Si', 'Rb', 'Na', 'W', 'Ti', 'Cl', 'F', 'Ge', 'Sr', 'Ba'}"
306,1,GeN3Se212Zn213,"[0.00000000e+00+1.16068122e-05j 0.00000000e+00+7.94220399e-06j
 1.03681698e-05+0.00000000e+00j ... 7.08711799e-02+0.00000000e+00j
 7.12767325e-02+0.00000000e+00j 7.20082836e-02+0.00000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
306,1,N2Se212Zn213,"[0.00000000e+00+2.22984152e-03j 0.00000000e+00+7.46800407e-06j
 7.53269727e-06+0.00000000e+00j ... 7.08392989e-02+0.00000000e+00j
 7.10463764e-02+0.00000000e+00j 7.10706286e-02+0.00000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
306,1,GeMoN5Na2Se204Zn207,"[0.00000000e+00+1.57865050e-05j 0.00000000e+00+8.42095708e-07j
 8.20119422e-06+0.00000000e+00j ... 7.19104628e-02+0.00000000e+00j
 7.24776011e-02+0.00000000e+00j 7.41361446e-02+0.00000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
306,2,CuLiN6NaSe205Zn210,"[0.00000000e+00+6.33238168e-06j 0.00000000e+00+5.07064465e-07j
 6.60725977e-06+0.00000000e+00j ... 7.13889229e-02+0.00000000e+00j
 7.18878017e-02+0.00000000e+00j 7.26799909e-02+0.00000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
306,2,N9Se201Zn213,"[0.00000000e+00+8.21482206e-06j 4.27455107e-06+0.00000000e+00j
 1.06687640e-05+0.00000000e+00j ... 7.20628878e-02+0.00000000e+00j
 7.21847947e-02+0.00000000e+00j 7.35828388e-02+0.00000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
306,2,Ge3Li2N2Se213SiZn209,"[0.00000000e+00+8.65805431e-06j 0.00000000e+00+3.80865022e-06j
 2.44560087e-06+0.00000000e+00j ... 7.18296233e-02+0.00000000e+00j
 7.27374963e-02+0.00000000e+00j 7.30830884e-02+0.00000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
306,3,CuN4Se207Si3Zn209,"[0.00000000e+00+1.30934882e-05j 1.53567777e-06+0.00000000e+00j
 6.38240427e-06+0.00000000e+00j ... 7.04672393e-02+0.00000000e+00j
 7.05800597e-02+0.00000000e+00j 7.11530316e-02+0.00000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
306,3,LiMoN5NaSe210Zn212,"[0.00000000e+00+9.93490203e-06j 0.00000000e+00+3.66248695e-06j
 8.21094386e-06+0.00000000e+00j ... 7.25153773e-02+0.00000000e+00j
 7.30891107e-02+0.00000000e+00j 7.35801803e-02+0.00000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
306,3,LiN4Se209Zn211,"[0.00000000e+00+8.6501411e-06j 6.45590590e-06+0.0000000e+00j
 9.69326165e-06+0.0000000e+00j ... 7.10315359e-02+0.0000000e+00j
 7.14839507e-02+0.0000000e+00j 7.26131228e-02+0.0000000e+00j]","{'Mo', 'Si', 'K', 'Na', 'Li', 'N', 'Cu', 'W', 'Re', 'Ge'}"
309,2,Br121FFeLiMn2N126OS5Zr124,"[0.        +0.00229725j 0.        +0.0013286j  0.        +0.0010184j  ...
 0.07887501+0.j         0.09217099+0.j         0.09303861+0.j        ]","{'Se', 'Mn', 'Li', 'Fe', 'F', 'O', 'S'}"
310,1,Ag97BaCl3F3GaInN99O292,"[0.        +0.00180436j 0.        +0.00064677j 0.        +0.00036917j ...
 0.19129489+0.j         0.20890447+0.j         0.21091876+0.j        ]","{'C', 'Ga', 'La', 'Sc', 'Cl', 'F', 'B', 'Ge', 'In', 'Ba'}"
310,3,CAg98F2GeInN97O297,"[0.00000000e+00+3.10555615e-05j 0.00000000e+00+2.88438598e-05j
 3.46546838e-05+0.00000000e+00j ... 1.90775809e-01+0.00000000e+00j
 2.18999054e-01+0.00000000e+00j 2.21379313e-01+0.00000000e+00j]","{'C', 'Ga', 'La', 'Sc', 'Cl', 'F', 'B', 'Ge', 'In', 'Ba'}"
315,1,Ba144S214Si2Zn70,"[0.00000000e+00+9.79565698e-06j 2.12419720e-06+0.00000000e+00j
 1.09251464e-05+0.00000000e+00j ... 5.36657835e-02+0.00000000e+00j
 5.65790839e-02+0.00000000e+00j 5.66868192e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
315,1,Ba139Cl2S211Zn71,"[0.00000000e+00+1.26682408e-05j 1.14594626e-06+0.00000000e+00j
 1.42814483e-05+0.00000000e+00j ... 3.60714294e-02+0.00000000e+00j
 3.71964071e-02+0.00000000e+00j 3.92031582e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
315,1,Ba137ClKRbS213Zn71,"[0.00000000e+00+1.14729076e-05j 7.56935282e-06+0.00000000e+00j
 1.02876158e-05+0.00000000e+00j ... 3.79337742e-02+0.00000000e+00j
 3.98189417e-02+0.00000000e+00j 4.01717500e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
315,2,Ba139Rb2S213Zn72,"[0.00000000e+00+1.65778717e-05j 7.43100270e-06+0.00000000e+00j
 9.92161162e-06+0.00000000e+00j ... 3.71208859e-02+0.00000000e+00j
 3.84160512e-02+0.00000000e+00j 3.91218025e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
315,2,Ba140Cl4Cs2NaS209Zn70,"[0.00000000e+00+1.35189828e-05j 0.00000000e+00+7.41545842e-06j
 8.04094061e-06+0.00000000e+00j ... 3.70576383e-02+0.00000000e+00j
 3.72605115e-02+0.00000000e+00j 3.77367392e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
315,2,Ba142ClCsS212Zn72,"[0.00000000e+00+9.47965648e-06j 0.00000000e+00+3.37557486e-06j
 1.58073557e-05+0.00000000e+00j ... 3.53322376e-02+0.00000000e+00j
 3.60495804e-02+0.00000000e+00j 3.62781426e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
315,3,Ba139ClCsS209Zn70,"[0.00000000e+00+1.44994999e-05j 5.49043979e-06+0.00000000e+00j
 1.21474429e-05+0.00000000e+00j ... 3.88291344e-02+0.00000000e+00j
 3.95354487e-02+0.00000000e+00j 3.98983756e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
315,3,Ba136Cl2Cs2K2RbS209Zn71,"[0.00000000e+00+1.45716740e-05j 0.00000000e+00+8.28773534e-06j
 8.87990062e-06+0.00000000e+00j ... 3.67478128e-02+0.00000000e+00j
 3.80709854e-02+0.00000000e+00j 3.95357651e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
315,3,Ba143ClCsS214Zn71,"[0.00000000e+00+1.02445343e-05j 0.00000000e+00+4.28357701e-06j
 1.53775132e-05+0.00000000e+00j ... 3.53156978e-02+0.00000000e+00j
 3.54812820e-02+0.00000000e+00j 3.61709388e-02+0.00000000e+00j]","{'Mo', 'Si', 'Cs', 'K', 'Rb', 'Na', 'Cu', 'W', 'Cl', 'Ge'}"
316,1,CB186Cl4CuF3NO276,"[0.        +1.81252460e-02j 0.        +5.37991920e-05j
 0.        +4.31235853e-05j ... 0.19403411+0.00000000e+00j
 0.21962057+0.00000000e+00j 0.22171967+0.00000000e+00j]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
316,1,AgB188F2NO278,"[0.        +1.04497028e-02j 0.        +8.67383887e-05j
 0.        +2.67286979e-05j ... 0.1931319 +0.00000000e+00j
 0.19406761+0.00000000e+00j 0.2024481 +0.00000000e+00j]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
316,1,CB184ClCuFN3O280,"[0.00000000e+00+8.63519514e-05j 4.72275513e-05+0.00000000e+00j
 7.35604389e-05+0.00000000e+00j ... 1.86741812e-01+0.00000000e+00j
 1.89977669e-01+0.00000000e+00j 2.05082719e-01+0.00000000e+00j]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
316,2,CAgB187Ba2Cl4FN2O280,"[0.00000000e+00+1.53569696e-02j 0.00000000e+00+5.77024491e-05j
 6.51319131e-05+0.00000000e+00j ... 1.85595447e-01+0.00000000e+00j
 1.88248311e-01+0.00000000e+00j 1.91988690e-01+0.00000000e+00j]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
316,2,Ag2B184Cl3CuF4N3O271,"[0.00000000e+00+4.45932846e-05j 2.53796328e-05+0.00000000e+00j
 5.52353131e-05+0.00000000e+00j ... 1.90119739e-01+0.00000000e+00j
 1.90472333e-01+0.00000000e+00j 1.92406466e-01+0.00000000e+00j]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
316,2,AgB184BaClN2NiO280,"[0.00000000e+00+9.52843595e-05j 7.57787097e-05+0.00000000e+00j
 1.01227497e-04+0.00000000e+00j ... 1.85030294e-01+0.00000000e+00j
 1.86453097e-01+0.00000000e+00j 1.89030297e-01+0.00000000e+00j]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
316,3,Ag2B185ClF3N3O278,"[0.00000000e+00+9.66442778e-05j 0.00000000e+00+3.94634252e-05j
 9.20122840e-05+0.00000000e+00j ... 1.85420304e-01+0.00000000e+00j
 1.86789539e-01+0.00000000e+00j 1.88673261e-01+0.00000000e+00j]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
316,3,C3AgB181BaCl6F2O275,"[0.00000000e+00+0.00315246j 1.32482059e-05+0.j
 2.50587882e-05+0.j         ... 1.89959717e-01+0.j
 1.91448512e-01+0.j         2.82353509e-01+0.j        ]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
316,3,B187Ba2Cl2N2O282,"[0.00000000e+00+6.49407812e-05j 2.57353132e-05+0.00000000e+00j
 7.14872777e-05+0.00000000e+00j ... 1.85133107e-01+0.00000000e+00j
 1.93626870e-01+0.00000000e+00j 2.15511685e-01+0.00000000e+00j]","{'C', 'Ag', 'P', 'Cu', 'N', 'Cl', 'F', 'Ni', 'Ba'}"
319,3,Cl314Cs54K2MoO5S2Sb51,"[0.        +0.00120543j 0.        +0.00082105j 0.        +0.00075538j ...
 0.08136247+0.j         0.09680767+0.j         0.10447841+0.j        ]","{'Mo', 'K', 'Sr', 'Na', 'W', 'Fe', 'O', 'S', 'Ba'}"
319,3,Cl320Cs54O2SSb54,"[0.00000000e+00+1.15711329e-05j 0.00000000e+00+3.93541075e-06j
 1.70020948e-05+0.00000000e+00j ... 4.67770412e-02+0.00000000e+00j
 7.95371994e-02+0.00000000e+00j 8.14549280e-02+0.00000000e+00j]","{'Mo', 'K', 'Sr', 'Na', 'W', 'Fe', 'O', 'S', 'Ba'}"
322,1,Br25Li264N77O2S,"[0.        +2.96757980e-03j 0.        +2.03914134e-03j
 0.        +1.50237680e-05j ... 0.09243652+0.00000000e+00j
 0.09665795+0.00000000e+00j 0.10089663+0.00000000e+00j]","{'Se', 'Li', 'F', 'O', 'S'}"
322,2,Br26F2Li266N80SSe,"[0.        +8.91596643e-03j 0.        +5.59794208e-04j
 0.        +5.83556909e-05j ... 0.09456411+0.00000000e+00j
 0.09640645+0.00000000e+00j 0.09895858+0.00000000e+00j]","{'Se', 'Li', 'F', 'O', 'S'}"
322,2,Br26F2Li263N77OS2Se,"[0.        +7.51678323e-04j 0.        +3.58945001e-05j
 0.        +1.19677946e-05j ... 0.09787944+0.00000000e+00j
 0.10004095+0.00000000e+00j 0.11040746+0.00000000e+00j]","{'Se', 'Li', 'F', 'O', 'S'}"
322,3,Br25FLi260N79O4,"[0.        +0.01080193j 0.        +0.01005368j 0.        +0.00846007j ...
 0.09777247+0.j         0.10736124+0.j         0.1096231 +0.j        ]","{'Se', 'Li', 'F', 'O', 'S'}"
322,3,Br26F2Li259N79O3Se2,"[0.        +3.56342261e-03j 0.        +3.98510675e-05j
 0.        +1.77377031e-05j ... 0.09716076+0.00000000e+00j
 0.10198502+0.00000000e+00j 0.11131358+0.00000000e+00j]","{'Se', 'Li', 'F', 'O', 'S'}"
322,3,Br27F3Li261N81O3,"[0.00000000e+00+3.89875249e-03j 0.00000000e+00+4.61881385e-05j
 1.06538763e-05+0.00000000e+00j ... 9.96243090e-02+0.00000000e+00j
 1.02313976e-01+0.00000000e+00j 1.08081509e-01+0.00000000e+00j]","{'Se', 'Li', 'F', 'O', 'S'}"
323,1,As92CdCu95F3NNa188O,"[0.00000000e+00+1.35422820e-05j 0.00000000e+00+3.71389729e-06j
 7.35967998e-06+0.00000000e+00j ... 5.12272983e-02+0.00000000e+00j
 7.49911069e-02+0.00000000e+00j 9.64266415e-02+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
323,1,As96Cu94F2Na190,"[0.00000000e+00+8.23349216e-06j 5.42979898e-06+0.00000000e+00j
 7.61035789e-06+0.00000000e+00j ... 3.74096901e-02+0.00000000e+00j
 3.91347594e-02+0.00000000e+00j 3.93201524e-02+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
323,2,As89CdCu92Na192O2,"[0.00000000e+00+1.17456256e-05j 0.00000000e+00+7.39385595e-06j
 5.39052198e-06+0.00000000e+00j ... 5.31442473e-02+0.00000000e+00j
 6.48101966e-02+0.00000000e+00j 7.41447657e-02+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
323,2,As93CdCu93F2Na185,"[0.        +5.02323286e-03j 0.        +2.06704223e-03j
 0.        +1.50100761e-05j ... 0.03866694+0.00000000e+00j
 0.03908647+0.00000000e+00j 0.04146616+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
323,3,As95Cu92FNa189,"[0.        +5.44403181e-03j 0.        +1.12129872e-05j
 0.        +8.63422918e-06j ... 0.03675495+0.00000000e+00j
 0.0372982 +0.00000000e+00j 0.04170887+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
323,3,As90Cu93F3Na186O3,"[0.        +3.01451442e-03j 0.        +1.74728645e-05j
 0.        +6.77796440e-06j ... 0.04975266+0.00000000e+00j
 0.06818036+0.00000000e+00j 0.07270228+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
325,1,Cl3F3Mn141O273,"[0.00000000e+00+4.75682085e-05j 2.76595912e-05+0.00000000e+00j
 4.12077663e-05+0.00000000e+00j ... 6.79735850e-02+0.00000000e+00j
 6.89905979e-02+0.00000000e+00j 7.87344967e-02+0.00000000e+00j]","{'Ta', 'Mn', 'Rh', 'Nb', 'Sc', 'Cl', 'F', 'Ni', 'Sb'}"
325,1,ClFMn141O281,"[0.00000000e+00+3.50481130e-05j 0.00000000e+00+2.14022836e-05j
 4.73754987e-05+0.00000000e+00j ... 6.70913403e-02+0.00000000e+00j
 6.72278488e-02+0.00000000e+00j 6.80656165e-02+0.00000000e+00j]","{'Ta', 'Mn', 'Rh', 'Nb', 'Sc', 'Cl', 'F', 'Ni', 'Sb'}"
325,2,Cl4F3Mn139NiO274,"[0.00000000e+00+3.42571139e-05j 1.25512013e-05+0.00000000e+00j
 2.53647849e-05+0.00000000e+00j ... 6.76429927e-02+0.00000000e+00j
 6.79672330e-02+0.00000000e+00j 6.89676137e-02+0.00000000e+00j]","{'Ta', 'Mn', 'Rh', 'Nb', 'Sc', 'Cl', 'F', 'Ni', 'Sb'}"
