,Unnamed: 0,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
3067,3067,72391,Cl9S1Sb1_72391.json,"['Cl', 'Mn', 'Sb', 'K', 'Br']","['S', 'S', 'Sb', 'Cl', 'S']","['O', 'Pb', 'Be', 'P', 'K']","['Cl', 'Sb', 'S', 'S', 'Sb']"
3069,3069,236372,Cr1O3Y1_236372.json,"['F', 'Re', 'Cl', 'Sb', 'V']","['O', 'Y', 'O', 'Cr', 'Y']","['Na', 'Na', 'K', 'Ca', 'K']","['Y', 'Cr', 'Y', 'Y', 'Cr']"
3073,3073,627313,Cu2Fe1Ge1Se4_627313.json,"['Zn', 'Hg', 'P', 'As', 'W']","['Cu', 'Cu', 'Ge', 'Ge', 'Fe']","['Na', 'Zn', 'N', 'Cd', 'Li']","['Fe', 'Ge', 'Se', 'Ge', 'Fe']"
3083,3083,626655,Cr1S4V2_626655.json,"['In', 'Pa', 'Pa', 'Pb', 'Pb']","['V', 'V', 'Cr', 'V', 'Cr']","['Pt', 'Pt', 'Li', 'Li', 'Zn']","['V', 'Cr', 'V', 'Cr', 'V']"
3084,3084,62559,Cs1Ge1I3_62559.json,"['Ba', 'N', 'I', 'Sn', 'Sr']","['Cs', 'Ge', 'Ge', 'Ge', 'Cs']","['O', 'S', 'I', 'S', 'Se']","['I', 'I', 'Ge', 'Ge', 'I']"
3085,3085,72577,C4O4Ru1_72577.json,"['F', 'Nb', 'Ta', 'Cl', 'Sb']","['O', 'Ru', 'Ru', 'O', 'Ru']","['Fe', 'Mn', 'Sc', 'V', 'Mn']","['Ru', 'Ru', 'Ru', 'Ru', 'Ru']"
3087,3087,411837,Ba1Cl4Pd1_411837.json,"['Fe', 'Mn', 'Sc', 'Cr', 'V']","['Pd', 'Pd', 'Pd', 'Pd', 'Pd']","['O', 'Cs', 'Rb', 'K', 'S']","['Cl', 'Ba', 'Ba', 'Ba', 'Cl']"
3090,3090,1616,Cr1F5Mn1_1616.json,"['Sc', 'Sb', 'Ir', 'W', 'Sb']","['Mn', 'Cr', 'Mn', 'Mn', 'Mn']","['O', 'Na', 'Na', 'K', 'Mg']","['F', 'Mn', 'Cr', 'Cr', 'Cr']"
3092,3092,263128,Ge1S3Ti1_263128.json,"['Co', 'Mn', 'P', 'As', 'Pb']","['Ti', 'Ti', 'Ge', 'Ge', 'Ti']","['Zn', 'Cd', 'Co', 'Li', 'Cu']","['Ge', 'Ge', 'Ge', 'Ge', 'Ge']"
3095,3095,50404,O3Sn1Zn1_50404.json,"['F', 'Si', 'Ge', 'Cl', 'Ta']","['O', 'Zn', 'Zn', 'O', 'Sn']","['Na', 'Cu', 'Co', 'Cd', 'Li']","['Zn', 'Zn', 'Sn', 'Sn', 'Sn']"
3096,3096,238110,K1O8V3_238110.json,"['F', 'Ba', 'Cr', 'Sr', 'Cl']","['O', 'K', 'V', 'K', 'O']","['Si', 'Y', 'Tb', 'Ge', 'Lu']","['V', 'V', 'V', 'V', 'V']"
3102,3102,651411,S4Y2Zn1_651411.json,"['Re', 'Si', 'Ge', 'Cl', 'W']","['Y', 'Zn', 'Zn', 'S', 'Zn']","['Na', 'Na', 'K', 'Cu', 'Ca']","['Y', 'Zn', 'Y', 'Zn', 'Y']"
3104,3104,15100,Cu1O1Rb1_15100.json,"['Ba', 'F', 'Zn', 'Hg', 'Sr']","['Rb', 'O', 'Cu', 'Cu', 'Rb']","['O', 'Cl', 'N', 'F', 'Br']","['Cu', 'Rb', 'O', 'Cu', 'Rb']"
3109,3109,36380,Fe1K2Na1O3_36380.json,"['F', 'Ba', 'Sr', 'Ca', 'Sb']","['O', 'K', 'K', 'Na', 'Na']","['Na', 'K', 'Li', 'Ni', 'O']","['Fe', 'Fe', 'Fe', 'Fe', 'K']"
3111,3111,74601,Cr1S3Sb1_74601.json,"['Cl', 'Sb', 'Sb', 'Br', 'I']","['S', 'Sb', 'Cr', 'S', 'S']","['Pb', 'Na', 'K', 'S', 'Tl']","['Sb', 'Cr', 'Sb', 'Sb', 'Sb']"
3112,3112,157689,Fe3O4_157689.json,"['K', 'F', 'Ag', 'Na', 'Hg']","['O', 'O', 'O', 'O', 'O']","['O', 'K', 'F', 'N', 'N']","['Fe', 'Fe', 'Fe', 'O', 'Fe']"
3113,3113,430289,As2Cd1O7Sr1_430289.json,"['F', 'La', 'Cl', 'Nd', 'Cr']","['O', 'Sr', 'O', 'Sr', 'As']","['Si', 'Cs', 'Ge', 'Rb', 'K']","['As', 'Sr', 'As', 'Sr', 'Sr']"
3114,3114,237338,Cr1Mn1O4_237338.json,"['F', 'Cl', 'Sc', 'Ir', 'W']","['O', 'O', 'Mn', 'Mn', 'Mn']","['P', 'Zn', 'V', 'Si', 'Na']","['Cr', 'Cr', 'Cr', 'Cr', 'Mn']"
3119,3119,24692,O1Pd1_24692.json,"['F', 'Fe', 'Mn', 'Cl', 'Sc']","['O', 'Pd', 'Pd', 'O', 'Pd']","['Na', 'Cu', 'K', 'Li', 'O']","['Pd', 'Pd', 'Pd', 'Pd', 'Pd']"
3120,3120,430932,O2Sb2Se3Sr2_430932.json,"['F', 'La', 'Cl', 'Nd', 'Sb']","['O', 'Sr', 'O', 'Sr', 'Sb']","['Cs', 'Pb', 'Rb', 'K', 'K']","['Sr', 'Sb', 'Sr', 'Sb', 'Sr']"
3123,3123,69001,As2Co2O7_69001.json,"['F', 'Cl', 'Ge', 'Sn', 'Cr']","['O', 'O', 'Co', 'Co', 'As']","['Si', 'Ge', 'Na', 'Li', 'Li']","['As', 'As', 'Co', 'As', 'Co']"
3125,3125,186502,Fe2Na2O1Se2_186502.json,"['F', 'Ca', 'Sb', 'W', 'Sn']","['O', 'Na', 'Na', 'Fe', 'Fe']","['Na', 'N', 'Li', 'K', 'O']","['Fe', 'Se', 'Fe', 'Fe', 'Fe']"
3126,3126,52833,Cd1Se1_52833.json,"['Ge', 'Sn', 'Cr', 'Si', 'Fe']","['Cd', 'Cd', 'Cd', 'Cd', 'Cd']","['Na', 'N', 'O', 'Li', 'K']","['Cd', 'Se', 'Cd', 'Cd', 'Cd']"
3127,3127,380478,As2Ba1Ga2_380478.json,"['Ac', 'La', 'Bi', 'Ce', 'Pr']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']","['F', 'K', 'O', 'Tl', 'Hg']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']"
3130,3130,183923,Ba1F2_183923.json,"['La', 'Nd', 'Pr', 'Sm', 'Na']","['Ba', 'Ba', 'Ba', 'Ba', 'F']","['O', 'Cs', 'Rb', 'K', 'Tl']","['F', 'Ba', 'Ba', 'Ba', 'Ba']"
3132,3132,402070,Cs1Fe1I4_402070.json,"['Ba', 'Sr', 'K', 'Cs', 'Sb']","['Cs', 'Cs', 'I', 'I', 'Fe']","['O', 'S', 'Na', 'K', 'Li']","['I', 'I', 'Fe', 'Fe', 'Fe']"
3135,3135,416888,Li4P2Sr1_416888.json,"['Zr', 'Co', 'Zn', 'Hf', 'Mg']","['Li', 'Li', 'Li', 'Li', 'Li']","['Hg', 'Ag', 'F', 'Na', 'K']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']"
3136,3136,620441,Cd4Se6Si1_620441.json,"['P', 'V', 'Ge', 'As', 'Sn']","['Si', 'Si', 'Cd', 'Si', 'Cd']","['Li', 'Na', 'N', 'Zn', 'O']","['Si', 'Cd', 'Se', 'Si', 'Cd']"
3138,3138,12150,Ca1Sb2Zn2_12150.json,"['Zr', 'Ce', 'Pr', 'Nd', 'In']","['Zn', 'Ca', 'Ca', 'Ca', 'Zn']","['Li', 'Na', 'Ag', 'Hg', 'Li']","['Zn', 'Ca', 'Ca', 'Ca', 'Ca']"
3140,3140,183394,As1Cd1Na1S3_183394.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['Rb', 'Na', 'Li', 'Cs', 'Tl']","['As', 'As', 'As', 'As', 'As']"
3141,3141,15620,Be1O1_15620.json,"['Si', 'Ge', 'S', 'F', 'Al']","['Be', 'Be', 'Be', 'O', 'Be']","['Ag', 'O', 'Li', 'N', 'N']","['Be', 'Be', 'Be', 'O', 'Be']"
3142,3142,154120,Fe1O4P1_154120.json,"['F', 'Cl', 'Sb', 'W', 'Zr']","['O', 'O', 'Fe', 'Fe', 'Fe']","['Na', 'Si', 'K', 'Ge', 'Li']","['Fe', 'P', 'Fe', 'P', 'Fe']"
3144,3144,12148,In2S3_12148.json,"['Cl', 'W', 'Sb', 'Br', 'I']","['S', 'In', 'In', 'S', 'S']","['Na', 'K', 'Cs', 'Mg', 'Li']","['In', 'In', 'In', 'In', 'In']"
3145,3145,4108,As2O3_4108.json,"['F', 'Cl', 'Ce', 'Hf', 'Zr']","['O', 'O', 'As', 'As', 'As']","['Rb', 'Na', 'Li', 'Cs', 'Tl']","['As', 'As', 'As', 'As', 'As']"
3147,3147,84306,Cs2Cu1Nb1Se4_84306.json,"['Ba', 'Zn', 'Hg', 'Sr', 'W']","['Cs', 'Cu', 'Cu', 'Cs', 'Nb']","['Na', 'N', 'Ti', 'Rb', 'O']","['Nb', 'Se', 'Nb', 'Nb', 'Cu']"
3148,3148,150305,Cs1Cu2I3_150305.json,"['Ba', 'Zn', 'Hg', 'Sr', 'K']","['Cs', 'Cu', 'Cu', 'Cs', 'I']","['O', 'S', 'O', 'Se', 'F']","['I', 'I', 'Cu', 'I', 'Cu']"
3149,3149,602243,Rb2S4Zn3_602243.json,"['Ba', 'Si', 'Sr', 'Ge', 'Cl']","['Rb', 'Zn', 'Rb', 'Zn', 'S']","['Na', 'Cu', 'N', 'K', 'Li']","['Zn', 'Zn', 'S', 'Zn', 'Zn']"
3150,3150,429,Fe1Nb1O4_429.json,"['F', 'Cl', 'W', 'Sb', 'W']","['O', 'O', 'Nb', 'Fe', 'Fe']","['Na', 'Na', 'K', 'Ti', 'Rb']","['Fe', 'Nb', 'Fe', 'Nb', 'Nb']"
3151,3151,262941,Cd1O4Rh2_262941.json,"['F', 'Re', 'Sb', 'Pt', 'Cl']","['O', 'Rh', 'Rh', 'Rh', 'O']","['Na', 'K', 'Rb', 'Na', 'Tl']","['Rh', 'Rh', 'Rh', 'Cd', 'Rh']"
3156,3156,66596,Ge1O2_66596.json,"['F', 'P', 'As', 'Cl', 'V']","['O', 'Ge', 'Ge', 'O', 'Ge']","['Zn', 'Cd', 'Co', 'Li', 'Cu']","['Ge', 'Ge', 'Ge', 'Ge', 'Ge']"
3158,3158,153372,Na1Ni1O2_153372.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['Na', 'K', 'Li', 'Mg', 'Mn']","['Ni', 'Ni', 'Ni', 'Ni', 'Ni']"
3160,3160,650610,Ru1Se2_650610.json,"['Nb', 'Ta', 'Sb', 'Ru', 'W']","['Ru', 'Ru', 'Ru', 'Ru', 'Ru']","['Fe', 'Mn', 'N', 'Sc', 'V']","['Ru', 'Ru', 'Se', 'Ru', 'Ru']"
3161,3161,180572,O1Rb2_180572.json,"['Ba', 'F', 'Sr', 'Cl', 'Er']","['Rb', 'O', 'Rb', 'O', 'Rb']","['Cl', 'N', 'Br', 'O', 'S']","['Rb', 'O', 'Rb', 'Rb', 'Rb']"
3167,3167,422527,As2Ga2Sr1_422527.json,"['Ac', 'La', 'Bi', 'Ce', 'Pr']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']","['Hg', 'Ag', 'F', 'Na', 'K']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']"
3171,3171,252310,Ba3O14P2Te1Zn3_252310.json,"['F', 'Si', 'Ge', 'Cl', 'W']","['O', 'Zn', 'Zn', 'O', 'Zn']","['Cs', 'Rb', 'K', 'Re', 'Ir']","['Ba', 'Ba', 'Ba', 'Te', 'Te']"
3175,3175,423829,Br3Cs1Ni1_423829.json,"['Ba', 'Sr', 'Fe', 'K', 'Cr']","['Cs', 'Cs', 'Ni', 'Br', 'Ni']","['O', 'Na', 'S', 'Li', 'K']","['Br', 'Ni', 'Br', 'Ni', 'Ni']"
3180,3180,425914,F6K2Tc1_425914.json,"['Ba', 'Sr', 'Ca', 'La', 'Nd']","['K', 'K', 'K', 'K', 'K']","['O', 'O', 'Cl', 'N', 'Br']","['F', 'K', 'K', 'F', 'K']"
3181,3181,155247,O2Si1_155247.json,"['F', 'P', 'V', 'Cl', 'As']","['O', 'Si', 'Si', 'O', 'Si']","['Li', 'Zn', 'Be', 'Mg', 'Al']","['Si', 'Si', 'Si', 'Si', 'Si']"
3182,3182,200695,C2Cu1K2O6_200695.json,"['F', 'Ba', 'N', 'Sr', 'Ge']","['O', 'K', 'C', 'K', 'Cu']","['B', 'Al', 'Ag', 'La', 'Cu']","['C', 'C', 'C', 'C', 'C']"
3184,3184,155733,Mo1Ni1O6Sr2_155733.json,"['F', 'La', 'Cl', 'Fe', 'Nd']","['O', 'Sr', 'O', 'Ni', 'Sr']","['Na', 'Cs', 'Na', 'Rb', 'K']","['Mo', 'Sr', 'Ni', 'Sr', 'Mo']"
3187,3187,25555,Ba1Cd1O2_25555.json,"['F', 'Cl', 'Ge', 'Sn', 'Cr']","['O', 'O', 'Cd', 'Cd', 'Cd']","['Cs', 'Rb', 'K', 'Na', 'Tl']","['Ba', 'Ba', 'Ba', 'Cd', 'Ba']"
3191,3191,163817,Nb2O7Sn2_163817.json,"['F', 'Mn', 'Cl', 'Co', 'Cr']","['O', 'Sn', 'O', 'Sn', 'Sn']","['Cs', 'Rb', 'K', 'Na', 'Ti']","['Sn', 'Sn', 'Sn', 'Nb', 'Nb']"
3192,3192,281079,Fe1O4P1_281079.json,"['F', 'Cl', 'Sb', 'W', 'Zr']","['O', 'O', 'Fe', 'Fe', 'Fe']","['Na', 'Si', 'K', 'Ge', 'Li']","['Fe', 'P', 'Fe', 'P', 'Fe']"
3193,3193,413230,Ga2I8Pd1_413230.json,"['Fe', 'Mn', 'Sc', 'Cr', 'V']","['Pd', 'Pd', 'Pd', 'Pd', 'Pd']","['O', 'S', 'Cs', 'Ba', 'Na']","['I', 'I', 'Ga', 'Ga', 'Pd']"
3202,3202,50787,Cl1O3Sr1V1_50787.json,"['F', 'La', 'Cr', 'Cl', 'Nd']","['O', 'Sr', 'V', 'O', 'Sr']","['O', 'Cs', 'Si', 'Rb', 'K']","['Cl', 'Sr', 'V', 'Sr', 'Sr']"
3205,3205,42798,S1Zn1_42798.json,"['Si', 'Ge', 'Cl', 'W', 'Mo']","['Zn', 'Zn', 'S', 'Zn', 'Zn']","['Na', 'Cu', 'N', 'K', 'Li']","['Zn', 'Zn', 'S', 'Zn', 'Zn']"
3206,3206,280981,Cl4Ti1_280981.json,"['Ta', 'Nb', 'Sb', 'K', 'Ru']","['Ti', 'Ti', 'Ti', 'Cl', 'Ti']","['O', 'S', 'Na', 'Zn', 'Mn']","['Cl', 'Cl', 'Ti', 'Ti', 'Ti']"
3207,3207,6152,Co1Na1O2_6152.json,"['F', 'Ca', 'Sb', 'Se', 'Cl']","['O', 'Na', 'Na', 'Co', 'O']","['Na', 'Ca', 'K', 'Cd', 'Li']","['Co', 'Co', 'Co', 'Co', 'Co']"
3208,3208,73177,Rb2Se2_73177.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['Rb', 'Rb', 'Rb', 'Rb', 'Rb']","['O', 'F', 'Cl', 'S', 'Br']","['Rb', 'Rb', 'Rb', 'Rb', 'Rb']"
3209,3209,50959,Cd1P2Rb2Se6_50959.json,"['Ba', 'Sr', 'Ge', 'Sn', 'Cr']","['Rb', 'Rb', 'Cd', 'Cd', 'Cd']","['Na', 'N', 'O', 'Li', 'K']","['Cd', 'Se', 'Cd', 'Cd', 'Cd']"
3210,3210,61496,Ge1Na4O4_61496.json,"['F', 'P', 'As', 'Ca', 'Sb']","['O', 'Ge', 'Ge', 'Na', 'Na']","['Zn', 'Cd', 'Co', 'Li', 'Cu']","['Ge', 'Ge', 'Ge', 'Ge', 'Ge']"
3213,3213,171670,O2Ti1_171670.json,"['F', 'Ta', 'Cl', 'Nb', 'Sb']","['O', 'Ti', 'O', 'Ti', 'Ti']","['Na', 'Zn', 'Mn', 'Mg', 'Fe']","['Ti', 'Ti', 'Ti', 'Ti', 'Ti']"
3215,3215,202047,F3Fe1_202047.json,"['Sb', 'W', 'Zr', 'Se', 'Mo']","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']","['O', 'Na', 'K', 'Li', 'Ni']","['F', 'Fe', 'Fe', 'Fe', 'Fe']"
3217,3217,27986,B1N1_27986.json,"['O', 'S', 'Se', 'F', 'C']","['N', 'N', 'N', 'N', 'B']","['Ag', 'Ba', 'Ni', 'Cu', 'Zn']","['B', 'B', 'B', 'B', 'B']"
3218,3218,658986,Mg1Se1_658986.json,"['W', 'Cr', 'Sc', 'Sb', 'Mo']","['Mg', 'Mg', 'Mg', 'Mg', 'Mg']","['Na', 'N', 'O', 'Li', 'K']","['Mg', 'Se', 'Mg', 'Mg', 'Mg']"
3223,3223,81297,K1P1Se5Ti1_81297.json,"['Ba', 'Sr', 'Ta', 'Nb', 'Ca']","['K', 'K', 'Ti', 'Ti', 'K']","['Si', 'N', 'Na', 'Zn', 'Mn']","['P', 'Se', 'Ti', 'Ti', 'Ti']"
3224,3224,73094,C1Na2S3_73094.json,"['N', 'Ca', 'Sb', 'Er', 'W']","['C', 'Na', 'Na', 'Na', 'Na']","['B', 'Al', 'Ag', 'La', 'Cu']","['C', 'C', 'C', 'C', 'C']"
3225,3225,65295,Cs4Cu3F10_65295.json,"['Ba', 'Sr', 'Ge', 'Si', 'Ca']","['Cs', 'Cs', 'Cu', 'Cu', 'Cs']","['O', 'Cu', 'Li', 'Na', 'K']","['F', 'Cu', 'Cu', 'Cu', 'Cu']"
3227,3227,174042,Ge1Mn1O3_174042.json,"['F', 'P', 'As', 'Cl', 'Sc']","['O', 'Ge', 'Ge', 'O', 'Mn']","['Na', 'Zn', 'Cd', 'Co', 'Li']","['Mn', 'Ge', 'Ge', 'Ge', 'Ge']"
3228,3228,422150,N3P1Zn2_422150.json,"['O', 'S', 'Se', 'F', 'Si']","['N', 'N', 'N', 'N', 'Zn']","['Na', 'Si', 'Cu', 'Ge', 'K']","['Zn', 'P', 'Zn', 'P', 'Zn']"
3231,3231,290483,Ba2Co1Ge2O7_290483.json,"['F', 'P', 'As', 'Cl', 'Ge']","['O', 'Ge', 'Ge', 'O', 'Co']","['Cs', 'Rb', 'K', 'Zn', 'Na']","['Ba', 'Ba', 'Ba', 'Ge', 'Co']"
3237,3237,249872,Cd1Ge1Li2S4_249872.json,"['P', 'Si', 'As', 'Er', 'Ge']","['Ge', 'Li', 'Ge', 'Li', 'Cd']","['Zn', 'O', 'Na', 'Cd', 'Co']","['Ge', 'Li', 'Cd', 'Ge', 'Ge']"
3245,3245,40469,Ni4O8Sr1_40469.json,"['K', 'Ac', 'F', 'F', 'La']","['O', 'Sr', 'O', 'O', 'Sr']","['Hg', 'Ag', 'N', 'F', 'Na']","['Sr', 'Sr', 'O', 'Sr', 'Sr']"
3247,3247,239112,Ge2Mg1Na4Se6_239112.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['Na', 'N', 'O', 'Li', 'K']","['Mg', 'Se', 'Mg', 'Mg', 'Mg']"
3255,3255,73115,Li1Mn1O4_73115.json,"['F', 'Si', 'Er', 'Cl', 'Ho']","['O', 'Li', 'Li', 'O', 'Li']","['S', 'Ga', 'B', 'P', 'Cr']","['Mn', 'Mn', 'Mn', 'Mn', 'Mn']"
3258,3258,164169,Cr2S4Zn1_164169.json,"['Si', 'Ge', 'Cl', 'W', 'Sb']","['Zn', 'Zn', 'S', 'Zn', 'Cr']","['Na', 'Na', 'Cu', 'K', 'Mg']","['Cr', 'Zn', 'Zn', 'Cr', 'Cr']"
3260,3260,61236,As1F6H3O1_61236.json,"['F', 'Cl', 'Cr', 'Ba', 'Na']","['O', 'O', 'As', 'H', 'F']","['O', 'Si', 'Ge', 'Li', 'O']","['F', 'As', 'As', 'As', 'H']"
3263,3263,78273,Cl1Cu1_78273.json,"['Zn', 'Hg', 'Cu', 'K', 'Rb']","['Cu', 'Cu', 'Cu', 'Cl', 'Cl']","['O', 'S', 'O', 'Se', 'F']","['Cl', 'Cl', 'Cu', 'Cl', 'Cu']"
3264,3264,644936,Na2Pd1Se2_644936.json,"['Fe', 'Mn', 'Ca', 'Sb', 'Sc']","['Pd', 'Pd', 'Na', 'Na', 'Pd']","['Na', 'N', 'Cu', 'K', 'Li']","['Pd', 'Se', 'Pd', 'Pd', 'Pd']"
3267,3267,650055,Rb2Se4Te1_650055.json,"['Ba', 'Sr', 'Er', 'Ho', 'Yb']","['Rb', 'Rb', 'Rb', 'Rb', 'Rb']","['Re', 'Ir', 'Co', 'Y', 'Sc']","['Te', 'Te', 'Te', 'Te', 'Te']"
3272,3272,27879,B1N1_27879.json,"['O', 'S', 'Se', 'F', 'C']","['N', 'N', 'N', 'N', 'B']","['Ag', 'Ba', 'Ni', 'Cu', 'Zn']","['B', 'B', 'B', 'B', 'B']"
3275,3275,15769,Mn1Na1O2_15769.json,"['F', 'Zr', 'Se', 'Ca', 'Sb']","['O', 'Mn', 'Mn', 'Na', 'Na']","['Mn', 'Mg', 'Ni', 'Na', 'Zn']","['Mn', 'Mn', 'Mn', 'Mn', 'Mn']"
3276,3276,402083,Al1Li1Na2P2_402083.json,"['Zr', 'Zr', 'Co', 'Zn', 'Hf']","['Li', 'Al', 'Li', 'Li', 'Li']","['Li', 'Co', 'Zn', 'Mg', 'Cu']","['Al', 'Al', 'Al', 'Al', 'Al']"
3278,3278,427359,H2O3Se1_427359.json,"['F', 'Cl', 'Ba', 'I', 'Br']","['O', 'O', 'H', 'Se', 'O']","['La', 'Nd', 'Pr', 'Ca', 'Na']","['Se', 'Se', 'Se', 'Se', 'Se']"
3280,3280,190802,O1Zn1_190802.json,"['F', 'Si', 'Ge', 'Cl', 'W']","['O', 'Zn', 'Zn', 'O', 'Zn']","['Na', 'Cu', 'K', 'Li', 'N']","['Zn', 'Zn', 'Zn', 'Zn', 'O']"
3283,3283,418434,Cs2P1Se5_418434.json,"['S', 'Mn', 'Br', 'Cr', 'Cl']","['P', 'P', 'P', 'P', 'P']","['C', 'B', 'Si', 'Be', 'Al']","['P', 'P', 'P', 'P', 'P']"
3289,3289,200813,Cl4Mo1O1_200813.json,"['F', 'Cl', 'K', 'Rb', 'Na']","['O', 'O', 'Cl', 'Cl', 'Cl']","['O', 'Na', 'K', 'Sb', 'S']","['Cl', 'Mo', 'Mo', 'Mo', 'Cl']"
3293,3293,37270,Br6K2Te1_37270.json,"['Ba', 'Sr', 'K', 'Ca', 'Rb']","['K', 'K', 'Br', 'K', 'Br']","['O', 'S', 'La', 'Sr', 'Nd']","['Br', 'Br', 'Te', 'Te', 'Te']"
3298,3298,85451,F4Se1_85451.json,"['I', 'Na', 'Li', 'K', 'Rb']","['Se', 'F', 'F', 'F', 'F']","['O', 'La', 'Nd', 'Pr', 'Ca']","['F', 'Se', 'Se', 'Se', 'Se']"
3299,3299,647683,O1Zn1_647683.json,"['F', 'Si', 'Ge', 'Cl', 'W']","['O', 'Zn', 'Zn', 'O', 'Zn']","['Na', 'Cu', 'K', 'Li', 'N']","['Zn', 'Zn', 'Zn', 'Zn', 'O']"
3302,3302,95537,Cd1N3O6Rb1_95537.json,"['Ba', 'F', 'Sr', 'Cl', 'Ge']","['Rb', 'O', 'Rb', 'O', 'Cd']","['Na', 'O', 'Li', 'K', 'Cl']","['Cd', 'Cd', 'Cd', 'Cd', 'Rb']"
3304,3304,28134,Ba2Cl1P1_28134.json,"['Fr', 'Cs', 'Rb', 'Tl', 'K']","['Cl', 'Cl', 'Cl', 'Cl', 'Cl']","['Cl', 'Fr', 'S', 'S', 'Cs']","['Ba', 'Ba', 'Cl', 'Ba', 'Ba']"
3311,3311,52111,S1Sr1_52111.json,"['La', 'Nd', 'Cl', 'Pr', 'Sm']","['Sr', 'Sr', 'S', 'Sr', 'Sr']","['Cs', 'Rb', 'K', 'Na', 'N']","['Sr', 'Sr', 'Sr', 'Sr', 'S']"
3319,3319,15760,Ba1Ni1O2_15760.json,"['F', 'Cl', 'Fe', 'Cr', 'Sn']","['O', 'O', 'Ni', 'Ni', 'Ni']","['Cs', 'Rb', 'Na', 'K', 'Li']","['Ba', 'Ba', 'Ni', 'Ba', 'Ni']"
3320,3320,658727,K2Mn1P2S6_658727.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['K', 'K', 'K', 'K', 'K']","['O', 'F', 'Cl', 'S', 'Br']","['K', 'K', 'K', 'K', 'K']"
3322,3322,2419,F3I1Sn2_2419.json,"['Mn', 'Co', 'Cr', 'Fe', 'Sn']","['Sn', 'Sn', 'Sn', 'Sn', 'Sn']","['O', 'O', 'S', 'Cs', 'Rb']","['F', 'I', 'I', 'Sn', 'Sn']"
3324,3324,420799,Ba3Na1O6Sb1_420799.json,"['F', 'Mo', 'Ca', 'Sb', 'Cl']","['O', 'Sb', 'Na', 'Na', 'O']","['Cs', 'Na', 'Rb', 'K', 'K']","['Ba', 'Sb', 'Ba', 'Sb', 'Ba']"
3325,3325,49022,K1Li1O2Zn1_49022.json,"['F', 'Ba', 'Si', 'Sr', 'Ge']","['O', 'K', 'Zn', 'K', 'Zn']","['Na', 'O', 'Cu', 'K', 'Li']","['Zn', 'Li', 'Zn', 'Zn', 'Zn']"
3326,3326,40265,Li2O6Sn1Te1_40265.json,"['F', 'Si', 'Er', 'Cl', 'Ta']","['O', 'Li', 'Li', 'O', 'Sn']","['Re', 'Ir', 'Co', 'Y', 'O']","['Te', 'Te', 'Te', 'Te', 'Li']"
3334,3334,59276,Cs2Mn3Te4_59276.json,"['Te', 'Pb', 'In', 'Zr', 'Hf']","['Mn', 'Mn', 'Mn', 'Mn', 'Mn']","['Li', 'O', 'Na', 'Ag', 'F']","['Mn', 'Cs', 'Mn', 'Mn', 'Mn']"
3335,3335,15761,Ba1Ni1O3_15761.json,"['F', 'Cl', 'Ru', 'I', 'La']","['O', 'O', 'Ni', 'Ni', 'Ba']","['Cs', 'Rb', 'K', 'Tl', 'Sr']","['Ba', 'Ba', 'Ba', 'Ba', 'Ni']"
3342,3342,160793,Cr1O4Sr1_160793.json,"['F', 'La', 'Cl', 'Nd', 'Pr']","['O', 'Sr', 'O', 'Sr', 'Sr']","['Cs', 'P', 'Zn', 'V', 'Si']","['Sr', 'Cr', 'Cr', 'Cr', 'Cr']"
3343,3343,43985,As1K1Zn1_43985.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['K', 'K', 'K', 'K', 'K']","['O', 'F', 'Cl', 'S', 'Br']","['K', 'K', 'K', 'K', 'K']"
3345,3345,423520,Ba2H3I1_423520.json,"['La', 'Ce', 'Th', 'Ho', 'Fr']","['Ba', 'Ba', 'Ba', 'Ba', 'I']","['Te', 'K', 'Rb', 'Se', 'Cs']","['I', 'Ba', 'Ba', 'I', 'Ba']"
3346,3346,37250,Al1F6K2Li1_37250.json,"['Ba', 'Sr', 'Si', 'Er', 'Ho']","['K', 'K', 'Li', 'Li', 'Li']","['O', 'O', 'Li', 'Na', 'Mg']","['F', 'Li', 'Al', 'Al', 'Al']"
3349,3349,200614,Ca1Ge2O5_200614.json,"['F', 'La', 'P', 'As', 'Cl']","['O', 'Ca', 'Ge', 'Ge', 'O']","['Na', 'K', 'Zn', 'Cs', 'Cd']","['Ca', 'Ca', 'Ge', 'Ca', 'Ge']"
